Id,BeginTime,EndTime,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,Cackle,Cheer,Chuckle,Cry,Gasp,Giggle,Groan,Growl,Grunt,Hiss,Hoot,Howl,Laugh,Moan,Pant,Roar,Scream,Screech,Shout,Shriek,Sigh,Snicker,Snort,Sob,Squeal,Wail,Wheep,Whimper,Yawn,Yelp,Ah,Aha,Ahh,Argh,Aww,Eek,Eww,Grr,Ha,Hah,Haha,Hehe,Hmm,Huh,Hurray,Mhm,Mmm,Oh,Ohh,Ooh,Ooph,Ouch,Oww,Pff,Phew,Tsk,Ugh,Uh,Uh-huh,Umm,Whee,Whew,Woah,Wow,Yay,Yippee,Yuck
unknown,2.0,3.0,0.033009279519319534,0.020558485761284828,0.02241070382297039,0.2603163421154022,0.03349895030260086,0.134003147482872,0.0425688698887825,0.23714043200016022,0.14265601336956024,0.11728613078594208,0.038974642753601074,0.05860817804932594,0.06459055095911026,0.12155117094516754,0.09434808790683746,0.03595450520515442,0.04281318560242653,0.08286285400390625,0.0380689837038517,0.1661081314086914,0.11078336834907532,0.10445895045995712,0.11191590130329132,0.05099887400865555,0.0412072092294693,0.026194382458925247,0.08935265988111496,0.11709590256214142,0.042727358639240265,0.07804716378450394,0.08330190926790237,0.23985078930854797,0.050830110907554626,0.03204577788710594,0.09564081579446793,0.05799055099487305,0.06392024457454681,0.07574307918548584,0.053452420979738235,0.056577958166599274,0.1498967707157135,0.10139793157577515,0.04354902729392052,0.04362297058105469,0.04285915568470955,0.028101203963160515,0.1168031394481659,0.061721619218587875,0.21221783757209778,0.00426448741927743,0.2384742796421051,0.061888035386800766,0.07782182842493057,0.10050980001688004,0.07225166261196136,0.024167917668819427,0.05763397365808487,0.005615163128823042,0.06023624539375305,0.015772027894854546,0.24538379907608032,0.06671009212732315,0.05380921810865402,0.005397575441747904,0.014929402619600296,0.016556423157453537,0.010364880785346031,0.02067500352859497,0.03350312262773514,0.10792998224496841,0.03499068692326546,0.034952301532030106,0.02055569551885128,0.024308806285262108,0.026749206706881523,0.08695848286151886,0.017961177974939346,0.021665846928954124,0.13694703578948975,0.12140753120183945,0.07476386427879333,0.022037096321582794,0.008742012083530426,0.006054919213056564,0.0038340918254107237,0.007451279554516077,0.12406997382640839,0.14843793213367462,0.19045968353748322,0.06290727853775024,0.03604933246970177,0.05118872970342636,0.0055794985964894295,0.015302330255508423,0.0165981687605381,0.01619027554988861,0.013418678194284439,0.008102471940219402,0.010291947983205318,0.010572582483291626,0.012687955051660538,0.006745317950844765,0.004967876709997654,0.007610922213643789,0.04077503830194473,0.08145854622125626,0.06666973978281021,0.012512590736150742,0.007944290526211262,0.0072897388599812984,0.021444810554385185,0.00878740195184946,0.0007354972185567021,0.005282150581479073,0.009387077763676643
unknown,86.0,87.0,0.03819786757230759,0.025535468012094498,0.02010178752243519,0.07250611484050751,0.030971655622124672,0.07705223560333252,0.03177732601761818,0.14452338218688965,0.5349174737930298,0.27892744541168213,0.1145063266158104,0.18967410922050476,0.18160298466682434,0.16035747528076172,0.08520273119211197,0.0723448246717453,0.04931025207042694,0.2372177094221115,0.04490884765982628,0.1240721121430397,0.33315786719322205,0.027031414210796356,0.05052138864994049,0.039414647966623306,0.027997054159641266,0.04721013084053993,0.02237931825220585,0.04106593132019043,0.030981311574578285,0.014115404337644577,0.1090603768825531,0.04369809105992317,0.046203143894672394,0.0708109438419342,0.06127215176820755,0.04312768951058388,0.09600457549095154,0.03796010836958885,0.06794130802154541,0.0969657152891159,0.10819098353385925,0.07019498944282532,0.049811139702796936,0.013470782898366451,0.026184385642409325,0.07881923019886017,0.1989961564540863,0.016464343294501305,0.024931255728006363,0.001583625446073711,0.049156658351421356,0.05822733789682388,0.02422231435775757,0.03174937516450882,0.07117561250925064,0.010801166296005249,0.1419021487236023,0.006126938853412867,0.13329893350601196,0.002893736818805337,0.024131275713443756,0.09880967438220978,0.026225605979561806,0.0009490345837548375,0.001248108339495957,0.007699368987232447,0.0015791143523529172,0.00411249091848731,0.05948341265320778,0.07411837577819824,0.11358200758695602,0.039471618831157684,0.018384087830781937,0.019498517736792564,0.06976819038391113,0.2286815494298935,0.09075950086116791,0.023151975125074387,0.006850582081824541,0.000933790288399905,0.0026701295282691717,0.0036747194826602936,0.004175224341452122,0.03176356479525566,0.022257188335061073,0.010185902938246727,0.006823440082371235,0.0055131008848547935,0.008472752757370472,0.029013488441705704,0.3983345925807953,0.08723027259111404,0.0015038179699331522,0.16410671174526215,0.18651381134986877,0.01590660773217678,0.00714527815580368,0.009266204200685024,0.04308084398508072,0.004537342116236687,0.0015814772341400385,0.021314872428774834,0.0023187492042779922,0.004881581291556358,0.026187319308519363,0.04267720505595207,0.03642881289124489,0.031444575637578964,0.0216226689517498,0.004299066960811615,0.001838882570154965,0.001297197537496686,0.004926031921058893,0.0019577075727283955,0.005774003453552723
unknown,104.0,105.0,0.03367888927459717,0.024350574240088463,0.021715618669986725,0.15253640711307526,0.06444497406482697,0.09595557302236557,0.04745630919933319,0.14825710654258728,0.10978051275014877,0.10562359541654587,0.0400732159614563,0.05343407392501831,0.0899222195148468,0.1864834576845169,0.04757985472679138,0.02976834401488304,0.05704053118824959,0.17001232504844666,0.0869298204779625,0.17631973326206207,0.1349867582321167,0.06988971680402756,0.1288684904575348,0.06797672808170319,0.040276382118463516,0.03603111207485199,0.08233579248189926,0.14104613661766052,0.06603103131055832,0.07605573534965515,0.09755998849868774,0.10073807090520859,0.03815789148211479,0.0347524993121624,0.09449774026870728,0.053250331431627274,0.09325660765171051,0.07136374711990356,0.03396978974342346,0.07649242132902145,0.09173320978879929,0.07726357132196426,0.04342147707939148,0.043527137488126755,0.04859861731529236,0.04163490980863571,0.10050719976425171,0.03552659600973129,0.04499323293566704,0.0059205470606684685,0.14315864443778992,0.06178460270166397,0.12238504737615585,0.06177748739719391,0.0397355780005455,0.01505747064948082,0.07111500948667526,0.04828115180134773,0.025952253490686417,0.003709338139742613,0.06432788819074631,0.032599080353975296,0.0331210121512413,0.0019358901772648096,0.0066028377041220665,0.02420869842171669,0.010096914134919643,0.02657264657318592,0.0484764538705349,0.13149148225784302,0.19067850708961487,0.06647045165300369,0.05390548333525658,0.018133409321308136,0.0499519407749176,0.07065756618976593,0.003893967717885971,0.011783734895288944,0.018545053899288177,0.006523579824715853,0.01221634354442358,0.008293108083307743,0.006158644333481789,0.027671916410326958,0.011362808756530285,0.0119579853489995,0.019814927130937576,0.017565660178661346,0.02382553368806839,0.05523184314370155,0.02588699758052826,0.022958528250455856,0.002967658918350935,0.01656738482415676,0.011760372668504715,0.03233212232589722,0.03943565487861633,0.04710441455245018,0.15233300626277924,0.0068529569543898106,0.0049120960757136345,0.06415648758411407,0.02763303928077221,0.0644778162240982,0.037302419543266296,0.057941798120737076,0.0419020913541317,0.006082333158701658,0.003927554003894329,0.018330425024032593,0.006909421179443598,0.004751672502607107,0.0030504371970891953,0.011060751974582672,0.023308519273996353
unknown,133.0,134.0,0.01966078393161297,0.011921685189008713,0.014368155039846897,0.0657254159450531,0.028465023264288902,0.12154541909694672,0.05168827995657921,0.2699585556983948,0.16538791358470917,0.09357056766748428,0.06034336984157562,0.08882851898670197,0.2157599776983261,0.07669230550527573,0.03159616142511368,0.0350475050508976,0.07516299188137054,0.124791219830513,0.07243218272924423,0.2284686416387558,0.2163013219833374,0.052480120211839676,0.20671632885932922,0.08195997774600983,0.04124795272946358,0.007498889695852995,0.030175652354955673,0.059780851006507874,0.09120971709489822,0.044257935136556625,0.04587249830365181,0.03699147328734398,0.012860409915447235,0.02154581993818283,0.17005415260791779,0.035841766744852066,0.10148269683122635,0.06754700839519501,0.0228334441781044,0.030794473364949226,0.09725090116262436,0.11939048767089844,0.056310951709747314,0.031812384724617004,0.03130902349948883,0.020318394526839256,0.12576322257518768,0.020968273282051086,0.045155640691518784,0.001080129761248827,0.0496499203145504,0.010543214157223701,0.053523313254117966,0.008660216815769672,0.1967925876379013,0.030497074127197266,0.2828010618686676,0.005545459687709808,0.020482493564486504,0.008045940659940243,0.024050209671258926,0.06553170830011368,0.039370592683553696,0.008100653998553753,0.002134698210284114,0.00781859178096056,0.004848905373364687,0.005794763099402189,0.023797914385795593,0.02522345632314682,0.05469616502523422,0.013671423308551311,0.016203973442316055,0.008652729913592339,0.017583128064870834,0.05615337938070297,0.0249556265771389,0.010345462709665298,0.08525460958480835,0.021308796480298042,0.023187369108200073,0.025217490270733833,0.013410360552370548,0.00698492769151926,0.007941978052258492,0.004198843147605658,0.008217227645218372,0.016541238874197006,0.02129003219306469,0.009035981260240078,0.026591965928673744,0.04110580310225487,0.0022178636863827705,0.010026783682405949,0.009089524857699871,0.1493801772594452,0.08120445162057877,0.06333035975694656,0.14473672211170197,0.004298644606024027,0.024004900828003883,0.009317311458289623,0.003289452288299799,0.010215436108410358,0.13570450246334076,0.3265141546726227,0.10449036955833435,0.06712411344051361,0.004196136258542538,0.0035254645626991987,0.0203561931848526,0.008827012032270432,0.0010701981373131275,0.0043830606155097485,0.01603000983595848
unknown,139.0,140.0,0.05690690129995346,0.039887700229883194,0.03686491772532463,0.14160555601119995,0.03387896344065666,0.06680788099765778,0.07813285291194916,0.09643205255270004,0.17718592286109924,0.12971803545951843,0.061781078577041626,0.08680590987205505,0.06924082338809967,0.11117566376924515,0.07676005363464355,0.0522623248398304,0.041616328060626984,0.14571794867515564,0.03266424313187599,0.1295156627893448,0.11075007170438766,0.10940016806125641,0.0558784045279026,0.05218786001205444,0.04938946291804314,0.032671425491571426,0.0959116742014885,0.06276380270719528,0.025402404367923737,0.04343441501259804,0.112723208963871,0.11442252993583679,0.05868270993232727,0.030047813430428505,0.059628430753946304,0.03564704954624176,0.1285707652568817,0.1296001374721527,0.0650634691119194,0.039039239287376404,0.18323683738708496,0.11156346648931503,0.03950737416744232,0.029774349182844162,0.0665363073348999,0.03740915656089783,0.15771441161632538,0.05023883283138275,0.03056870587170124,0.013105720281600952,0.0758015513420105,0.025521041825413704,0.06954420357942581,0.050099872052669525,0.0733664482831955,0.017756490036845207,0.023967880755662918,0.00893308687955141,0.03361497074365616,0.007507588714361191,0.07291395962238312,0.08901973813772202,0.024883443489670753,0.006864830851554871,0.007782983593642712,0.0090969642624259,0.014194052666425705,0.013482272624969482,0.1124352216720581,0.041041236370801926,0.015606161206960678,0.025001579895615578,0.01751774176955223,0.025033889338374138,0.02832615375518799,0.04931575432419777,0.026222186163067818,0.01427017617970705,0.06261848658323288,0.036003075540065765,0.06941632926464081,0.019995516166090965,0.02920101210474968,0.003803048748522997,0.006229836028069258,0.010591867379844189,0.032149508595466614,0.04862433299422264,0.04348664730787277,0.031245877966284752,0.06955082714557648,0.045390620827674866,0.011218186467885971,0.035344839096069336,0.04995107650756836,0.027103858068585396,0.05812373012304306,0.03452495485544205,0.023250101134181023,0.0015292539028450847,0.017815977334976196,0.013162527233362198,0.016739599406719208,0.006610895972698927,0.04044234752655029,0.03199880197644234,0.030226968228816986,0.01579558290541172,0.00846172496676445,0.027709148824214935,0.02249499224126339,0.012007745914161205,0.004743808414787054,0.015232665464282036,0.006727253086864948
unknown,189.0,190.0,0.04043087735772133,0.0093459477648139,0.01690227910876274,0.06935723125934601,0.06554058939218521,0.04261700063943863,0.112272247672081,0.10468803346157074,0.12040343135595322,0.11489374190568924,0.1069706454873085,0.19670070707798004,0.19081605970859528,0.3380582928657532,0.05292663723230362,0.011771216057240963,0.10333514213562012,0.181874617934227,0.05973857641220093,0.07303767651319504,0.28100234270095825,0.018694840371608734,0.03662865236401558,0.03463920205831528,0.019750649109482765,0.0809665247797966,0.04151907563209534,0.06772180646657944,0.022436123341321945,0.04508756846189499,0.14824476838111877,0.02694811299443245,0.006928113754838705,0.008479218930006027,0.06397857517004013,0.0796174556016922,0.332831472158432,0.10800081491470337,0.008047489449381828,0.0073292991146445274,0.10129357874393463,0.02236785739660263,0.024683557450771332,0.08523768931627274,0.12070579826831818,0.02319447696208954,0.06669549643993378,0.0469747930765152,0.007441399618983269,0.001218921970576048,0.017496369779109955,0.0043302271515131,0.093146912753582,0.0029720047023147345,0.011555195786058903,0.011990823782980442,0.08521004021167755,0.0009448534110561013,0.059470776468515396,0.0057492428459227085,0.016085704788565636,0.0037620733492076397,0.004905676003545523,0.0005930997431278229,0.004880513530224562,0.0056465258821845055,0.024174492806196213,0.009791028685867786,0.018108990043401718,0.02033730410039425,0.02302091382443905,0.001246273866854608,0.01018137764185667,0.002044232562184334,0.00209478079341352,0.005326929967850447,0.0019497154280543327,0.06226801127195358,0.08950916677713394,0.007761094253510237,0.010254480876028538,0.0075649539940059185,0.005971161182969809,0.001762217958457768,0.0025422691833227873,0.0019119794014841318,0.11348695307970047,0.12199331074953079,0.0023282619658857584,0.0023805375676602125,0.04158686101436615,0.49054551124572754,0.0019792807288467884,0.014580205082893372,0.006326399743556976,0.31672483682632446,0.04667622596025467,0.019803844392299652,0.031209256500005722,0.013077650219202042,0.008295690640807152,0.0018997450824826956,0.00776855181902647,0.002351494738832116,0.054550766944885254,0.0766240805387497,0.005347630940377712,0.006385089363902807,0.0003117141895927489,0.005574933253228664,0.00815529190003872,0.0050741564482450485,0.0003404149319976568,0.0010327384807169437,0.005910322070121765
unknown,296.0,297.0,0.007986504584550858,0.00276356702670455,0.004568747244775295,0.21121352910995483,0.11171987652778625,0.04386155679821968,0.008221455849707127,0.10312863439321518,0.1545497626066208,0.11713772267103195,0.056841373443603516,0.11889968812465668,0.0651717260479927,0.8132286071777344,0.05468694865703583,0.00492450688034296,0.07596408575773239,0.3207763135433197,0.20635731518268585,0.07334880530834198,0.3425324857234955,0.010760350152850151,0.06851859390735626,0.012104110792279243,0.008185084909200668,0.11950879544019699,0.029727177694439888,0.01376919262111187,0.044493526220321655,0.008904676884412766,0.07408986240625381,0.08353325724601746,0.013318435288965702,0.025936400517821312,0.009885001927614212,0.16227686405181885,0.09709298610687256,0.061088427901268005,0.006137605756521225,0.024966346099972725,0.04363936558365822,0.003860348602756858,0.06766215711832047,0.006294599734246731,0.006211071740835905,0.03201562538743019,0.07567058503627777,0.09270183742046356,0.057055678218603134,0.002165535232052207,0.27382007241249084,0.003293584566563368,0.01010814681649208,0.049327656626701355,0.0036948148626834154,0.008765955455601215,0.0954490676522255,0.03674260154366493,0.020088501274585724,0.00134626729413867,0.09801845997571945,0.0007919458439573646,0.009805206209421158,0.0008717282908037305,0.0006037233979441226,0.0012652709847316146,0.0014508693711832166,0.0011929806787520647,0.030099820345640182,0.41667845845222473,0.46117937564849854,0.014456373639404774,0.003647279692813754,0.0003694265615195036,0.01522239949554205,0.005434032529592514,0.00031790731009095907,0.002197184367105365,0.0010387893998995423,0.001105525647290051,0.00021290687436703593,0.0006514931446872652,5.545498424908146e-05,0.01013730838894844,0.001176083111204207,0.009952963329851627,0.09917972981929779,0.05186496675014496,0.012346368283033371,0.04713945835828781,0.24173307418823242,0.044260624796152115,0.001074550673365593,0.08347368985414505,0.007018936797976494,0.0010616598883643746,0.00025244225980713964,0.00034354018862359226,0.034818049520254135,0.0008932753698900342,2.482931267877575e-05,0.20110754668712616,0.08816574513912201,0.1524718552827835,0.01089706365019083,0.003665969707071781,0.003922606818377972,0.005120788235217333,0.0017183177405968308,0.024447644129395485,0.0005156275001354516,0.0003215126635041088,0.0015062906313687563,0.000797287852037698,0.01402676198631525
unknown,399.0,400.0,0.018048249185085297,0.011835180222988129,0.01488701906055212,0.14428406953811646,0.016079701483249664,0.11145951598882675,0.022774161770939827,0.49739858508110046,0.20718196034431458,0.11879397183656693,0.09494359791278839,0.1769195944070816,0.2976040840148926,0.07701543718576431,0.049034636467695236,0.05262115225195885,0.03079851157963276,0.11626861989498138,0.045442577451467514,0.12120772153139114,0.3696662187576294,0.08856863528490067,0.3374120891094208,0.060239143669605255,0.053545720875263214,0.010545596480369568,0.04125182330608368,0.022602325305342674,0.059562668204307556,0.014886971563100815,0.07177476584911346,0.06684449315071106,0.04419773817062378,0.01828085631132126,0.09254150837659836,0.023119943216443062,0.08523335307836533,0.07282575964927673,0.08835632354021072,0.017349060624837875,0.17565178871154785,0.20273490250110626,0.06913575530052185,0.014229880645871162,0.019573889672756195,0.01782090589404106,0.09334605187177658,0.014748749323189259,0.027670742943882942,0.0011425863485783339,0.13228832185268402,0.006599833257496357,0.018390487879514694,0.029505301266908646,0.08369304984807968,0.011752951890230179,0.0640202984213829,0.007827792316675186,0.005320314317941666,0.0023932335898280144,0.09653539955615997,0.10972336679697037,0.019834820181131363,0.004117799922823906,0.002366403117775917,0.0018165642395615578,0.0030109009239822626,0.0037118347827345133,0.051491133868694305,0.03430270776152611,0.08070019632577896,0.010308368131518364,0.0030169335659593344,0.0035940080415457487,0.009436639957129955,0.014558755792677402,0.0062258122488856316,0.006154016591608524,0.3166002929210663,0.0804569348692894,0.16739651560783386,0.02243223786354065,0.005610071122646332,0.0007940327632240951,0.004553980194032192,0.0036776596680283546,0.029568975791335106,0.0293582770973444,0.05588362365961075,0.012225690297782421,0.09231876581907272,0.01225051749497652,0.0009023642633110285,0.04919734597206116,0.06768450140953064,0.02563200145959854,0.022726047784090042,0.026735568419098854,0.030181383714079857,0.011828026734292507,0.016704702749848366,0.012512813322246075,0.002645678585395217,0.002358165802434087,0.06029905006289482,0.38631904125213623,0.1313934326171875,0.2764756977558136,0.0005939078982919455,0.0009587741806171834,0.0019649770110845566,0.006128916051238775,0.0008878976805135608,0.0005835557240061462,0.01650804840028286
unknown,404.0,405.0,0.044975314289331436,0.03729177638888359,0.026077158749103546,0.32844293117523193,0.021156098693609238,0.06470589339733124,0.03418099880218506,0.15134906768798828,0.06878089904785156,0.05937725678086281,0.020748887211084366,0.02426980994641781,0.025107430294156075,0.155058354139328,0.07812900841236115,0.023129547014832497,0.025689227506518364,0.08736546337604523,0.02184183895587921,0.10579288005828857,0.05243551358580589,0.13979129493236542,0.07567381113767624,0.0602496974170208,0.03402487188577652,0.02933744341135025,0.13196511566638947,0.051999788731336594,0.029537025839090347,0.030147792771458626,0.09714914113283157,0.2604290843009949,0.059446610510349274,0.0356903038918972,0.07328217476606369,0.09610061347484589,0.055809345096349716,0.05882209539413452,0.044514428824186325,0.07231839746236801,0.15915513038635254,0.06127660721540451,0.042525842785835266,0.014902294613420963,0.027341464534401894,0.04488202556967735,0.05152023583650589,0.09155983477830887,0.20262353122234344,0.00876567792147398,0.4359748959541321,0.02842254564166069,0.0415208600461483,0.13698162138462067,0.05002456158399582,0.022054897621273994,0.02955603040754795,0.006352904252707958,0.06206672638654709,0.005846931599080563,0.2602612376213074,0.03366333618760109,0.02122415043413639,0.0042888931930065155,0.002700250828638673,0.003930261824280024,0.0036852466873824596,0.005251449998468161,0.025153866037726402,0.21943219006061554,0.04085471108555794,0.05037613585591316,0.008907938376069069,0.013838324695825577,0.032735321670770645,0.05322594195604324,0.008539334870874882,0.006309611722826958,0.03365655243396759,0.08993126451969147,0.022166527807712555,0.009777365252375603,0.011949010193347931,0.0018554467242211103,0.002746673533692956,0.0053006624802947044,0.05185422673821449,0.07314825057983398,0.21742837131023407,0.0922669842839241,0.021101389080286026,0.008258945308625698,0.010345658287405968,0.019214332103729248,0.011242411099374294,0.03214293345808983,0.045933790504932404,0.03304554149508476,0.038349732756614685,0.0032184605952352285,0.018745748326182365,0.01226575206965208,0.004960869438946247,0.007957209832966328,0.027515780180692673,0.022640300914645195,0.059561487287282944,0.005849986802786589,0.002993137575685978,0.01609744317829609,0.014583270996809006,0.006308384705334902,0.0007722233422100544,0.0072144074365496635,0.0037338617257773876
unknown,458.0,459.0,0.05712427198886871,0.076772041618824,0.03868148848414421,0.4402705430984497,0.005675372667610645,0.06626491993665695,0.05015479773283005,0.1883566975593567,0.057773638516664505,0.03629693761467934,0.0072457012720406055,0.0143729904666543,0.022249411791563034,0.16807402670383453,0.072576604783535,0.024214714765548706,0.010880846530199051,0.12948846817016602,0.012353514321148396,0.17696145176887512,0.04077892005443573,0.07869706302881241,0.10311325639486313,0.13475841283798218,0.03282633423805237,0.03463719040155411,0.11836092919111252,0.029342148452997208,0.09129845350980759,0.017888613045215607,0.09376715123653412,0.2918027341365814,0.07254329323768616,0.042676713317632675,0.152747243642807,0.126070037484169,0.06534775346517563,0.03263511136174202,0.04629037529230118,0.13383889198303223,0.12324484437704086,0.04031115397810936,0.053946491330862045,0.012672231532633305,0.020271925255656242,0.1016068086028099,0.03781742602586746,0.12279704213142395,0.27920883893966675,0.0029884560499340296,0.6329099535942078,0.04595783352851868,0.023270903155207634,0.1414489895105362,0.04065849632024765,0.005300922319293022,0.012506195344030857,0.004102385602891445,0.026856664568185806,0.002387749496847391,0.2725572884082794,0.031099442392587662,0.007141526788473129,0.0007777630817145109,0.0007394842687062919,0.0008230037637986243,0.0007024381193332374,0.0017139996634796262,0.00983751006424427,0.29889434576034546,0.024608170613646507,0.06318452954292297,0.004957703873515129,0.01338223833590746,0.047511935234069824,0.10051693022251129,0.00979091227054596,0.0027604280039668083,0.02117474190890789,0.07447320967912674,0.008654298260807991,0.003270339220762253,0.03594589978456497,0.0006478731520473957,0.0014542016433551908,0.0015594068681821227,0.046454209834337234,0.06900444626808167,0.321463942527771,0.062180932611227036,0.010191264562308788,0.0024897356051951647,0.0034971777349710464,0.008684443309903145,0.0030716764740645885,0.10931628197431564,0.1552572250366211,0.11891422420740128,0.04760725423693657,0.008301394991576672,0.08380074054002762,0.010808154009282589,0.0013656143564730883,0.0053305430337786674,0.015892984345555305,0.01100253313779831,0.08539821952581406,0.0029471954330801964,0.0008826260454952717,0.007296711206436157,0.013935651630163193,0.004558362532407045,0.00020999090338591486,0.0022880423348397017,0.001828184467740357
