Id,Frame,Time,Probability,FaceX0,FaceY0,FaceWidth,FaceHeight,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,AU1 Inner Brow Raise,AU2 Outer Brow Raise,AU4 Brow Lowerer,AU5 Upper Lid Raise,AU6 Cheek Raise,AU7 Lids Tight,AU9 Nose Wrinkle,AU10 Upper Lip Raiser,AU11 Nasolabial Furrow Deepener,AU12 Lip Corner Puller,AU14 Dimpler,AU15 Lip Corner Depressor,AU16 Lower Lip Depress,AU17 Chin Raiser,AU18 Lip Pucker,AU19 Tongue Show,AU20 Lip Stretch,AU22 Lip Funneler,AU23 Lip Tightener,AU24 Lip Presser,AU25 Lips Part,AU26 Jaw Drop,AU27 Mouth Stretch,AU28 Lips Suck,AU32 Bite,AU34 Puff,AU37 Lip Wipe,AU38 Nostril Dilate,AU43 Eye Closure,AU53 Head Up,AU54 Head Down,Hand over Mouth,Hand over Eyes,Hand over Forehead,Hand over Face,Hand touching Face / Head,Beaming,Biting lip,Cheering,Cringe,Cry,Eyes closed,Face in hands,Frown,Gasp,Glare,Glaring,Grimace,Grin,Jaw drop,Laugh,Licking lip,Pout,Scowl,Smile,Smirk,Snarl,Squint,Sulking,Tongue out,Wide-eyed,Wince,Wrinkled nose
face_0,0,0.0,0.9997169375419617,632.5693969726562,291.39959716796875,305.9805908203125,423.753173828125,0.1043282002210617,0.0726553201675415,0.0801980197429657,0.12816022336483002,0.06791696697473526,0.1344832181930542,0.08847539126873016,0.2201654613018036,0.668642520904541,0.7516440749168396,0.616180956363678,0.22922693192958832,0.3479003310203552,0.18386594951152802,0.1720246821641922,0.055699266493320465,0.1452433168888092,0.27372825145721436,0.0700487494468689,0.13901422917842865,0.30768030881881714,0.02598975971341133,0.07977128028869629,0.06609871238470078,0.155434712767601,0.05142577737569809,0.05635862424969673,0.07687196135520935,0.06849721074104309,0.03350583463907242,0.3757346272468567,0.0873682051897049,0.08811897784471512,0.06856388598680496,0.06304360926151276,0.06923443078994751,0.14469735324382782,0.07086335867643356,0.04445505142211914,0.17658096551895142,0.12626239657402039,0.056369848549366,0.05922236293554306,0.054943520575761795,0.048541683703660965,0.0762237012386322,0.2959889769554138,0.02504008263349533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,10,0.33366666666666667,0.9998080134391785,616.5953979492188,289.80657958984375,283.238037109375,387.36090087890625,0.09709975868463516,0.06585239619016647,0.0741911381483078,0.11392515152692795,0.07279321551322937,0.14830893278121948,0.0935695543885231,0.2377573400735855,0.6473971605300903,0.6527340412139893,0.5559478998184204,0.23117725551128387,0.3968864679336548,0.20644009113311768,0.14530330896377563,0.055200062692165375,0.13348540663719177,0.3120209872722626,0.08979685604572296,0.1616772711277008,0.350932776927948,0.023588789626955986,0.09138747304677963,0.0779443234205246,0.14382538199424744,0.05462250858545303,0.04898271709680557,0.09480337053537369,0.07706304639577866,0.04126646742224693,0.3370972275733948,0.07016772031784058,0.07470331341028214,0.06946069747209549,0.07775145769119263,0.06396687030792236,0.15068648755550385,0.06377597153186798,0.0393296480178833,0.21551859378814697,0.10601679980754852,0.05081140249967575,0.0682142972946167,0.06372687220573425,0.04928336665034294,0.07860291749238968,0.2873486578464508,0.0233523640781641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,20,0.6673333333333333,0.9999561309814453,591.9284057617188,325.26800537109375,245.02789306640625,330.9422607421875,0.08916962146759033,0.06636447459459305,0.06897493451833725,0.11581402271986008,0.07919280976057053,0.1427871435880661,0.07319213449954987,0.23837527632713318,0.6333737969398499,0.5572324991226196,0.4619222581386566,0.22534695267677307,0.3974061608314514,0.24514073133468628,0.1461593061685562,0.05021823197603226,0.1159181073307991,0.3589818477630615,0.1286260187625885,0.18127357959747314,0.35989347100257874,0.02444443106651306,0.09869851171970367,0.09251943975687027,0.11867561936378479,0.055769436061382294,0.04506632685661316,0.0832362025976181,0.08067264407873154,0.035506922751665115,0.29038891196250916,0.07457409799098969,0.07846041768789291,0.07492047548294067,0.10979875922203064,0.06998525559902191,0.1386774629354477,0.06668582558631897,0.03873026371002197,0.27357760071754456,0.11370102316141129,0.04749327152967453,0.08120901882648468,0.0490511953830719,0.032621704041957855,0.08271873742341995,0.2994793951511383,0.02568858489394188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,30,1.0010000000000001,0.9999964237213135,560.0711669921875,342.2507019042969,226.38494873046875,313.1637878417969,0.07806456834077835,0.058798957616090775,0.06384135782718658,0.10505309700965881,0.08108732849359512,0.14499464631080627,0.06904574483633041,0.22660264372825623,0.6031426191329956,0.535425066947937,0.45520490407943726,0.21777306497097015,0.4244670271873474,0.24007150530815125,0.1368405818939209,0.048037804663181305,0.10883648693561554,0.35395142436027527,0.14318729937076569,0.1952614039182663,0.3555729389190674,0.025348493829369545,0.09538806229829788,0.0983598530292511,0.11654072999954224,0.05193911865353584,0.04257923364639282,0.08355438709259033,0.08101218938827515,0.03651614114642143,0.2658327519893646,0.07082410901784897,0.07245511561632156,0.07175024598836899,0.13018231093883514,0.06253430247306824,0.13478973507881165,0.06946307420730591,0.03668821230530739,0.28711915016174316,0.11098232120275497,0.050547294318675995,0.08108553290367126,0.04971010610461235,0.030550535768270493,0.07870915532112122,0.32439130544662476,0.024136900901794434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,40,1.3346666666666667,0.999984622001648,553.0186157226562,359.584716796875,224.6640625,308.179443359375,0.1183105930685997,0.06575632095336914,0.06438549607992172,0.2157445251941681,0.05629963427782059,0.09726672619581223,0.3905474841594696,0.19754064083099365,0.2977931499481201,0.23252056539058685,0.2683708965778351,0.11471480876207352,0.3833252191543579,0.10702492296695709,0.08695407211780548,0.061238497495651245,0.090451180934906,0.1659182608127594,0.05967346206307411,0.11412526667118073,0.2406528741121292,0.06916380673646927,0.07760503888130188,0.04137399047613144,0.13936284184455872,0.03552471846342087,0.18383996188640594,0.11474956572055817,0.03518248349428177,0.11976519227027893,0.3211432099342346,0.10505438596010208,0.06944496184587479,0.039523445069789886,0.04557224363088608,0.057567059993743896,0.24230839312076569,0.09550483524799347,0.03423218056559563,0.05101628229022026,0.12591111660003662,0.07728643715381622,0.033313509076833725,0.23448574542999268,0.34965017437934875,0.04093192517757416,0.20561514794826508,0.05383160337805748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,50,1.6683333333333334,0.9998586177825928,556.9878540039062,336.4280090332031,232.49462890625,323.1622619628906,0.13082155585289001,0.06342034041881561,0.06357760727405548,0.20836342871189117,0.0530814491212368,0.09941385686397552,0.5655171871185303,0.18511423468589783,0.22949916124343872,0.18600189685821533,0.26127511262893677,0.1161109060049057,0.36982324719429016,0.08672511577606201,0.06959646195173264,0.05857115983963013,0.09109899401664734,0.14303064346313477,0.04464494064450264,0.10654455423355103,0.2391873449087143,0.06557061523199081,0.07944169640541077,0.036369260400533676,0.1498117446899414,0.036134593188762665,0.204326331615448,0.15435117483139038,0.03472496196627617,0.17890888452529907,0.3305557370185852,0.08606736361980438,0.05751015618443489,0.0371306836605072,0.034076958894729614,0.05177567899227142,0.28724148869514465,0.07631147652864456,0.02823706902563572,0.03897298127412796,0.09406355768442154,0.05334550142288208,0.030171742662787437,0.3326844573020935,0.5742806196212769,0.038173314183950424,0.1462882161140442,0.05155889317393303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,60,2.0020000000000002,0.9999814033508301,564.9478149414062,337.0874328613281,233.78167724609375,321.5296936035156,0.08158131688833237,0.05305492877960205,0.045660343021154404,0.19682960212230682,0.18083126842975616,0.15797367691993713,0.2201337367296219,0.24518689513206482,0.19865956902503967,0.13339494168758392,0.17606016993522644,0.08062507212162018,0.3881634771823883,0.18121661245822906,0.07287631183862686,0.06054771691560745,0.10688228905200958,0.21648702025413513,0.16729265451431274,0.196975976228714,0.22258898615837097,0.07269832491874695,0.0965140163898468,0.0683993399143219,0.086308553814888,0.04192071408033371,0.18665145337581635,0.19397896528244019,0.04502824693918228,0.18131741881370544,0.21806418895721436,0.12437914311885834,0.06456843763589859,0.036177754402160645,0.11468099057674408,0.07053197920322418,0.1625177413225174,0.05712125077843666,0.028317729011178017,0.08231429755687714,0.11619431525468826,0.06901425868272781,0.04436524212360382,0.2164240926504135,0.15996664762496948,0.036507852375507355,0.14028118550777435,0.07629574835300446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,70,2.3356666666666666,0.9999942779541016,562.7109375,320.6451416015625,238.4786376953125,327.90869140625,0.1796436458826065,0.1624230295419693,0.10662169009447098,0.35178259015083313,0.046098493039608,0.0889488011598587,0.0851501077413559,0.25048476457595825,0.3846466541290283,0.6205448508262634,0.3745537996292114,0.16943681240081787,0.24750123918056488,0.1913229376077652,0.31199854612350464,0.06122422218322754,0.10536535084247589,0.1976245492696762,0.07441440969705582,0.10063028335571289,0.22783346474170685,0.058701612055301666,0.08367709070444107,0.05393591150641441,0.1300286054611206,0.049961697310209274,0.1484091579914093,0.054229721426963806,0.04688284918665886,0.025943614542484283,0.44378578662872314,0.30755388736724854,0.2338147908449173,0.08511640131473541,0.05806233361363411,0.13373251259326935,0.13322769105434418,0.1177641898393631,0.07855278253555298,0.11005642265081406,0.3137083947658539,0.07946418225765228,0.050378087908029556,0.03592914715409279,0.04097612202167511,0.08576713502407074,0.17745858430862427,0.05977636203169823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,80,2.6693333333333333,0.999981164932251,559.460693359375,321.1531066894531,248.79852294921875,336.5099182128906,0.20273607969284058,0.1869736909866333,0.1138712540268898,0.4179595708847046,0.036663543432950974,0.07368961721658707,0.08058083802461624,0.25083303451538086,0.3497644364833832,0.6437916159629822,0.3480294942855835,0.15957200527191162,0.1990891396999359,0.17674483358860016,0.3563975989818573,0.06217096000909805,0.10267964750528336,0.17642198503017426,0.05577667057514191,0.07990150153636932,0.19996878504753113,0.06221764162182808,0.0817442238330841,0.0441458597779274,0.1267520785331726,0.04755610600113869,0.16663765907287598,0.040851250290870667,0.04097317159175873,0.0193979199975729,0.46939635276794434,0.35717469453811646,0.27013927698135376,0.08773015439510345,0.04361654445528984,0.1562104970216751,0.13058796525001526,0.12792223691940308,0.08650898933410645,0.08532536774873734,0.36682018637657166,0.0794384703040123,0.045610636472702026,0.02817816659808159,0.036777857691049576,0.08756174147129059,0.15852786600589752,0.0672769695520401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,90,3.003,0.9999984502792358,568.840087890625,328.8662109375,250.9351806640625,351.17547607421875,0.11637647449970245,0.1361125111579895,0.08312064409255981,0.237582728266716,0.038079652935266495,0.09417274594306946,0.061471812427043915,0.17242105305194855,0.3000669479370117,0.6844655275344849,0.25281912088394165,0.1287943422794342,0.1731090396642685,0.14502352476119995,0.3502761721611023,0.04564927518367767,0.06798963248729706,0.21353961527347565,0.07549230754375458,0.14752696454524994,0.14657217264175415,0.09988956153392792,0.08798578381538391,0.0773806944489479,0.12973815202713013,0.03180187940597534,0.11052871495485306,0.058528196066617966,0.059909410774707794,0.024787520989775658,0.2291364073753357,0.27168363332748413,0.2592269778251648,0.10315437614917755,0.14956913888454437,0.10637164860963821,0.12974008917808533,0.26425695419311523,0.08734654635190964,0.18145571649074554,0.4326067566871643,0.104146808385849,0.06679248809814453,0.02610914595425129,0.02307075262069702,0.06730900704860687,0.3365718126296997,0.057151466608047485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
