5.304787	0.879168	3.433636	6.911911	1.077672	53.548424	8.764480	37.024301	71.046337	14.558012	3.229842	0.637079	1.682495	4.673365	0.708045
5.098921	0.969028	3.219574	6.911911	1.391956	49.468733	8.659712	33.475236	71.046337	12.689803	3.377832	0.564572	2.277987	4.673365	0.723262
4.605101	1.098831	2.692932	7.329764	1.437596	50.080237	7.339858	33.475236	64.511831	10.971796	3.224715	0.367284	2.618219	4.084315	0.465705
4.824802	1.223522	2.692932	7.329764	1.666499	53.173693	7.546910	40.373372	67.514588	8.271730	3.089069	0.473979	2.135864	4.338748	0.518569
5.146155	0.940779	3.301799	7.009875	1.461393	51.026771	8.227593	38.726186	67.514588	11.417095	2.884140	0.575883	1.859068	4.338748	0.873355
4.804740	0.934140	2.795900	6.372714	1.260539	48.639472	7.487176	37.097159	67.277460	12.904596	2.690102	0.496200	1.859068	3.942999	0.702962
4.479965	0.912645	2.734134	6.468843	1.289517	49.574303	8.456620	32.367864	65.668956	12.005471	2.632704	0.490621	1.696228	3.533385	0.706823
4.913075	1.111957	2.734134	8.200532	1.484678	51.886870	7.995893	32.367864	65.668956	10.585430	2.808337	0.500751	1.696228	3.802470	0.546939
5.178733	1.153018	2.564218	8.200532	1.105080	50.719809	7.396761	37.129161	64.854339	11.399934	3.131642	0.374595	2.619936	3.802470	0.716734
5.143989	1.133160	2.564218	7.411007	1.388969	47.406124	7.786181	31.401055	64.854339	10.028094	3.294213	0.415825	2.646254	4.129572	0.706881
4.814415	1.069357	2.935722	7.411007	1.067958	49.023650	8.976481	31.401055	65.931331	12.214308	3.228613	0.457057	2.327645	4.129572	0.706881
4.851443	1.000146	2.935722	7.151732	1.486295	51.403739	7.492353	36.401048	65.931331	10.147406	3.043799	0.528625	1.768351	3.789262	0.655213
5.389036	0.965898	3.540391	7.412100	1.232078	50.141506	5.993260	40.956852	64.626305	8.556132	2.909364	0.565131	1.768351	4.100827	0.742650
5.194191	1.188932	2.500868	8.241511	1.471972	48.791649	7.442919	34.295727	64.626305	9.687497	2.834471	0.518753	1.726476	4.100827	0.474508
4.794656	1.192365	2.500868	8.241511	1.482029	48.428319	6.397278	34.295727	61.476443	9.296308	2.736907	0.552737	1.624120	3.809565	0.736487
4.975377	0.969087	2.848738	6.783872	1.538740	51.341185	6.832931	39.238521	66.646897	8.965279	2.857975	0.554075	1.624120	3.730275	0.896890
5.317451	0.796142	4.029255	7.373090	1.142023	52.783005	7.117139	39.238521	66.646897	8.783176	3.017464	0.473243	1.961844	3.830716	0.603216
5.168273	1.033122	1.594224	7.373090	0.988085	49.904225	5.723128	38.975957	61.828250	7.957285	3.160105	0.513638	2.121501	4.428864	0.534960
4.816270	1.074313	1.594224	6.851614	1.624643	47.475875	7.295802	28.482243	66.231822	7.809740	3.273076	0.511172	2.169233	4.428864	0.486491
4.502147	0.929328	2.369570	6.851614	1.167464	48.849778	8.124738	28.482243	66.231822	9.463279	3.218659	0.525309	2.169233	4.232114	0.630866
4.826439	1.216260	2.369570	7.232879	1.962138	50.952307	7.069543	35.903805	64.818237	8.619488	3.062396	0.500711	2.256317	4.121621	0.751000
